"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"1-methoxyphenazine","4141_neg","1-methoxyphenazine",0.04,13.71,NA,"Unknown","null","1-Methoxyphenazine;2-Aminoacridone;Pyocyanin;C1=CC=CC2=CC3=C(O)C(N)=CC=C3N=C21","C12143","HMDB0243918;HMDB0245005;HMDB0256934;HMDB0258097","NA;NA;8653;NA","76137;121965;NA;136174278","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"1-methyl-1,2-dihydropyridine-3-carboxamide","1219_pos","1-methyl-1,2-dihydropyridine-3-carboxamide",0.49,4976.36,"Dihydropyridines","no MS2: 1-Methyl-2-pyridinium aldoxime; LC-ESI-QTOF; MS2; CE","C7H9N2O","1-Methyl-1,2-dihydropyridine-3-carboxamide;2,4-Diaminoanisole;3-Hydroxybenzylhydrazine","C19218","HMDB0243919;HMDB0245445;HMDB0245893","NA;NA;NA","17944990;11976;NA","NA;NA;NA","JBKPUQTUERUYQE-VOTSOKGWSA-O","CN1C=CC=CC1=C[NH+]=O",TRUE,TRUE,NA,NA,NA
"1-methyl-2-(2-thiophen-2-ylethenyl)-5,6-dihydro-4h-pyrimidine","4059_pos","1-methyl-2-(2-thiophen-2-ylethenyl)-5,6-dihydro-4h-pyrimidine",0.31,86.74,NA,"Unknown","null","1-Methyl-2-(2-thiophen-2-ylethenyl)-5,6-dihydro-4H-pyrimidine;(2S)-2-Amino-3-[(2S,3R)-2-amino-3-hydroxybutanoyl]oxypropanoic acid;(2S,3R)-2-Amino-3-[(2S)-2-amino-3-hydroxypropanoyl]oxybutanoic acid","","HMDB0247786;HMDB0257561;HMDB0257621","94685;NA;NA","4989;NA;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-methyl-2-hydroadenosine","7905_pos","1-methyl-2-hydroadenosine",0.89,263851.4,NA,"N6-Methyladenosine","null","1-Methyl-2-hydroadenosine","","HMDB0243923","NA","138114954","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-methylhistidine","2267_neg","1-methylhistidine",0.87,229.74,"Histidine and derivatives","no MS2: alpha-Methyl-DL-histidine; LC-ESI-QTOF; MS2; CE","C7H11N3O2","1-Methylhistidine;3-Methylhistidine;Ipronidazole;N-Methyl-L-histidine;4-[(2R)-2-Aminopropyl]imidazole-1-carboxylic acid","C01152;C01152","HMDB0000001;HMDB0000479;HMDB0253571;HMDB0255176;HMDB0258056","50599;27596;NA;137683;NA","92105;64969;26951;5186528;NA","NA;NA;NA;NA;NA","HRRYYCWYCMJNGA-UHFFFAOYNA-N","CC(N)(CC1=CN=CN1)C(O)=O",TRUE,TRUE,NA,NA,NA
"1-naphthalenesulfonic acid","4008_neg","1-naphthalenesulfonic acid",0.87,510.25,"2-naphthalene sulfonates","no MS2: 2-Naphthalenesulfonic acid; LC-ESI-ITFT; MS2; CE","C10H8O3S","1-Naphthalenesulfonic acid;2-Naphthalenesulfonic acid","C16201;C16202","HMDB0243955;HMDB0255446","30895;44229","6812;8420","NA;NA","KVBGVZZKJNLNJU-UHFFFAOYSA-N","OS(=O)(=O)C1=CC2=CC=CC=C2C=C1",TRUE,TRUE,NA,NA,NA
"1-naphthyl isocyanate","2447_pos","1-naphthyl isocyanate",0.07,17.11,NA,"Unknown","null","1-Naphthyl isocyanate","","HMDB0243960","NA","66589","NA","null","null",TRUE,FALSE,NA,NA,NA
"1-naphthylamine","1346_neg","1-naphthylamine",0.33,12.34,NA,"Unknown","null","1-Naphthylamine;1-Benzazepine;8-Methylquinoline","C14790","HMDB0243964;HMDB0244865;HMDB0247450","50450;38430;48984","8640;15559658;11910","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-nitropyrene","6148_pos","1-nitropyrene",0.49,20.42,NA,"Unknown","null","1-Nitropyrene;Fluoroazomycin arabinoside","C14421","HMDB0243967;HMDB0259428","34107;NA","NA;56671599","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-nitrosopiperazine","473_pos","1-nitrosopiperazine",0.91,5370.91,NA,"CREATININE","null","1-Nitrosopiperazine","","HMDB0243969","NA","21845","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-o-hexadecyl-sn-glycero-3-phosphocholine","17048_pos","1-o-hexadecyl-sn-glycero-3-phosphocholine",0.11,2178371,NA,"Unknown","null","1-O-Hexadecyl-sn-glycero-3-phosphocholine","C13903","HMDB0243890","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"1-propanol, hexafluoro-","2214_neg","1-propanol, hexafluoro-",0.09,13.17,NA,"Unknown","null","1-Propanol, hexafluoro-;1,1,1,2,3,3-Hexafluoro-2-propanol","","HMDB0244003;HMDB0244036","NA;NA","148644;13350568","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"1-pyrenecarboxaldehyde","5135_neg","1-pyrenecarboxaldehyde",0.33,12.66,NA,"Unknown","null","1-Pyrenecarboxaldehyde;Benzanthrone","","HMDB0244005;HMDB0248974","NA;NA","232848;6697","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-pyrroline-5-carboxylic acid","423_neg","1-pyrroline-5-carboxylic acid",0.73,135.75,NA,"Unknown","null","1-Pyrroline-5-carboxylic acid;2,3-Dihydro-1H-pyrrole-2-carboxylic acid;2,5-Dihydro-1H-pyrrole-2-carboxylic acid;(2s)-5-Oxopyrrolidine-2-carbaldehyde;2-(Prop-2-ynylamino)acetic acid;DL-Propargylglycine;Glutarimide;N-Methylsuccinimide;1-Methylpyrrole-2,5-diol","C03912;C07275","HMDB0001301;HMDB0244902;HMDB0245496;HMDB0246837;HMDB0246989;HMDB0251529;HMDB0252816;HMDB0255192;HMDB0255337","371;NA;NA;NA;NA;NA;5435;NA;NA","440162;13419849;97858;3033056;185909;NA;70726;70717;21326740","NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-salicylate glucuronide","9123_neg","1-salicylate glucuronide",0.58,92.24,NA,"Unknown","null","1-Salicylate glucuronide;Beta-D-Glucopyranuronic acid;6-(3-carboxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;6-(4-carboxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;5-Hydroxy-3-[[5-(4-nitrophenyl)furan-2-yl]methylideneamino]-1H-imidazol-2-one","","HMDB0010313;HMDB0010314;HMDB0124994;HMDB0125174;HMDB0260376","73961;NA;NA;NA;NA","3084023;168876;131831545;131637326;53924553","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-{2-[(3-ethylphenyl)amino]-2-oxoethyl}-6-oxo-1,6-dihydropyridine-3-carboxylic acid","8465_neg","1-{2-[(3-ethylphenyl)amino]-2-oxoethyl}-6-oxo-1,6-dihydropyridine-3-carboxylic acid",0.47,28718.84,NA,"Unknown","null","1-{2-[(3-Ethylphenyl)amino]-2-oxoethyl}-6-oxo-1,6-dihydropyridine-3-carboxylic acid;Bcl-2 Inhibitor;Desmedipham;5-Nitro-2-(3-phenylpropylamino)benzoic acid;Phenmedipham","C18417;C13705;C18420","HMDB0243809;HMDB0248902;HMDB0251050;HMDB0255766;HMDB0256405","NA;NA;81733;NA;81734","71700183;11822705;24743;4549;NA","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"10-(phosphonooxy)decyl methacrylate","9491_neg","10-(phosphonooxy)decyl methacrylate",0.36,2322894,NA,"Unknown","null","10-(Phosphonooxy)decyl methacrylate","","HMDB0247525","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"10-acetyl-3,7-dihydroxyphenoxazine","6390_neg","10-acetyl-3,7-dihydroxyphenoxazine",0.4,29236.21,NA,"Unknown","null","10-Acetyl-3,7-dihydroxyphenoxazine","","HMDB0244436","NA","167453","NA","null","null",TRUE,FALSE,NA,NA,NA
"10z-nonadecenoic acid","8281_neg","10z-nonadecenoic acid",0.16,172.71,NA,"Unknown","null","10Z-Nonadecenoic acid;Methyl cis-9-octadecenoate;Methyl octadec-11-enoate","","HMDB0013622;HMDB0254581;HMDB0254604","83051;NA;NA","5312513;8202;74738","NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"11-beta-hydroxyandrosterone-3-glucuronide","16644_neg","11-beta-hydroxyandrosterone-3-glucuronide",0.31,2114686,NA,"Unknown","null","11-beta-Hydroxyandrosterone-3-glucuronide","C05643","HMDB0010351","2198","1864","46185","null","null",TRUE,TRUE,NA,NA,NA
"11-hydroxyyohimbine","11689_neg","11-hydroxyyohimbine",0.16,163758,NA,"Unknown","null","11-Hydroxyyohimbine;Samidorphan","","HMDB0244362;HMDB0257474","NA;NA","18412807;11624889","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"11z-eicosenoic acid","8969_neg","11z-eicosenoic acid",0.76,1526191,NA,"Unknown","null","11Z-Eicosenoic acid;Paullinic acid;9Z-Eicosenoic acid;Icos-2-enoic acid;Ethyl octadec-9-enoate","C16526","HMDB0002231;HMDB0035159;HMDB0062436;HMDB0247671;HMDB0252058","32425;134479;32419;NA;NA","5282768;5312518;5282767;3035221;8123","NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"13-hode","8280_neg","13-hode",0.91,126.11,"Long-chain fatty acids","no MS2: 12,13-EODE; LC-ESI-QIT; MS2; CE","C18H32O3","13-HODE;alpha-Dimorphecolic acid;9,10-Epoxyoctadecenoic acid;12,13-EpOME;(13S)-13-hydroxyoctadeca-9,11-dienoic acid;13-Hydroxyoctadeca-9,12-dienoic acid;18-Hydroxyoctadecadienoic acid;13-Hydroxyoctadeca-2,4-dienoic acid;9-Hydroxyoctadeca-2,4-dienoic acid;9-Hydroxylinoleic acid;11-(3-Pentyloxiran-2-yl)undec-9-enoic acid;9,10-Epoxy-12-octadecenoic acid;Octadeca-9,12-dieneperoxoic acid;hydroxyoctadecadienoic acid","C14762;C14767;C14825;C14826","HMDB0004667;HMDB0004670;HMDB0004701;HMDB0004702;HMDB0242324;HMDB0244510;HMDB0244806;HMDB0245746;HMDB0247353;HMDB0247599;HMDB0247613;HMDB0247616;HMDB0247622;HMDB0253281","34154;34496;34494;38299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","6443013;5312830;6246154;5356421;1424;125660;NA;54440129;53740616;73226949;1416;1929;53775225;73746259","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","CCPPLLJZDQAOHD-DHZHZOJONA-N","CCCCCC1OC1C\C=C\CCCCCCCC(O)=O",TRUE,FALSE,NA,NA,NA
"13-l-hydroperoxylinoleic acid","9053_neg","13-l-hydroperoxylinoleic acid",0.11,269.83,"Lineolic acids and derivatives","no MS2: 13-HPODE; LC-ESI-QIT; MS2; CE","C18H32O4","13-L-Hydroperoxylinoleic acid;9(S)-HPODE;12,13-DiHODE;15,16-DiHODE;9,10-DiHODE;9-Hpode;18-Hydroperoxyoctadeca-2,4-dienoic acid","C04717;C14827","HMDB0003871;HMDB0006940;HMDB0010201;HMDB0010208;HMDB0010221;HMDB0242602;HMDB0257631","15655;NA;88461;88465;88440;NA;NA","5280720;6439847;16061067;16061068;16061066;1928;53636117","NA;NA;NA;NA;NA;NA;NA","JDSRHVWSAMTSSN-KDFHGORWNA-N","CCCCCC(OO)\C=C\C=CCCCCCCCC(O)=O",TRUE,FALSE,NA,NA,NA
"13-oxoode","8172_neg","13-oxoode",0.69,304365.2,"Lineolic acids and derivatives","no MS2: 13-HOTrE(r); LC-ESI-QIT; MS2; CE","C18H30O3","13-OxoODE;9-OxoODE;A-12(13)-EpODE;13-HOTE;15(16)-EpODE;9(10)-EpODE;9-HOTE;(9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid;(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid;2-{2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy}ethanol;13-Oxo-9,11-octadecadienoic acid;9-Oxo-10,12-octadecadienoic acid;9(S)-HOTrE","C14765;C14766","HMDB0004668;HMDB0004669;HMDB0010200;HMDB0010203;HMDB0010206;HMDB0010220;HMDB0010224;HMDB0031934;HMDB0244523;HMDB0245640;HMDB0246143;HMDB0247609;HMDB0247705","68947;72842;88462;72641;88460;88441;88438;89388;NA;NA;136531;NA;NA","6446027;9839084;16061061;10469728;16061062;16061060;53480359;13917187;53394276;NA;160205;193923;53394275","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","HNBLUNXZQNJFRB-KYLWABQHSA-N","CCCCC[C@H](O)\C=C\C=C/C\C=C/CCCCC(O)=O",TRUE,FALSE,NA,NA,NA
"14-deoxy-11,12-didehydroandrographolide","9961_neg","14-deoxy-11,12-didehydroandrographolide",0.22,15726.62,NA,"Unknown","null","14-Deoxy-11,12-didehydroandrographolide;Glaucocalyxin A;Dehydroandrographolide","","HMDB0244578;HMDB0252739;HMDB0259665","NA;NA;NA","4262071;14193397;53394883","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"15(s)-hydroxyeicosatrienoic acid","9500_neg","15(s)-hydroxyeicosatrienoic acid",0.2,595379.6,NA,"Unknown","null","15(S)-Hydroxyeicosatrienoic acid;8-HETrE;20-Hydroxyeicosatrieneoic acid;12(r)-Hydroxyeicosatrienoic acid","","HMDB0005045;HMDB0060052;HMDB0245565;HMDB0258142","88348;NA;NA;NA","5283145;35025143;53763823;54236449","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"15-deoxy-d-12,14-pgj2","9686_pos","15-deoxy-d-12,14-pgj2",0.09,50.69,NA,"Unknown","null","15-Deoxy-d-12,14-PGJ2;19-Nordeoxycorticosterone;(5Z)-11-Oxoprosta-5,9,12,14-tetraene-1-oic acid;Neopetasin","C14717","HMDB0005079;HMDB0244837;HMDB0247553;HMDB0255528","34159;NA;95176;NA","5311211;5069272;1444;3504628","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"16,16-dimethylprostaglandin e2","12214_neg","16,16-dimethylprostaglandin e2",0.02,4140026,NA,"Unknown","null","16,16-Dimethylprostaglandin E2;20a,20b-Dihomo-9-oxo-11R,15S-dihydroxy-5Z,13E-prostadienoic acid;7-[(1R,2R,3R)-3-Hydroxy-2-[(3R)-3-hydroxy-4,4-dimethyloct-1-enyl]-5-oxocyclopentyl]hept-2-enoic acid;Enisoprost;Limaprost;Prostalene","","HMDB0244730;HMDB0245563;HMDB0247164;HMDB0251811;HMDB0254093;HMDB0256858","NA;NA;NA;NA;NA;NA","1445;53394171;77836160;NA;3927;73859796","NA;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"17-hdohe","10499_neg","17-hdohe",0.49,1912460,"Very long-chain fatty acids","no MS2: 17-HDoHE; LC-ESI-QIT; MS2; CE","C22H32O3","17-HDoHE;19(20)-EpDPE;16(17)-EpDPE;Anacardic acid;10-HDoHE;11-HDoHE;16-HDoHE;20-HDoHE;4-HDoHE;7-HDoHE;8-HDoHE;14-Hydroxydocosahexaenoic acid;17(R)-HDoHE;Epoxydocosapentaenoic acid;metenolone acetate;methoxyprogesterone;(8R,9S,10R,13S,14S,16R,17S)-16-Ethyl-17-(2-hydroxyacetyl)-13-methyl-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one","","HMDB0010213;HMDB0013620;HMDB0013621;HMDB0033896;HMDB0060037;HMDB0060040;HMDB0060047;HMDB0060048;HMDB0060049;HMDB0060050;HMDB0060051;HMDB0244585;HMDB0244779;HMDB0251880;HMDB0254510;HMDB0254554;HMDB0260172","72637;72653;72855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","6439179;11631565;14392758;11824131;88553636;131769802;131769806;131769807;131769808;131769809;131769810;135204;130173;129846313;4088;21941129;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","SWTYBBUBEPPYCX-BQRHHIOENA-N","CC\C=C\CC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O",TRUE,FALSE,NA,NA,NA
"17-hydroxyandrostane-3-glucuronide","16563_pos","17-hydroxyandrostane-3-glucuronide",0.16,169098.1,NA,"Unknown","null","17-Hydroxyandrostane-3-glucuronide;3alpha-Androstanediol glucuronide;Androstanediol-17g","","HMDB0010359;HMDB0246252;HMDB0248414","88730;NA;NA","53480454;22248615;4381937","NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"17beta-estradiol 3-sulfate","10853_neg","17beta-estradiol 3-sulfate",0.42,18.94,NA,"Unknown","null","17beta-Estradiol 3-sulfate;Estradiol 17-sulfate;1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide;[(8R,9S,13S,14S)-13-Methyl-17-oxo-4,6,7,8,9,11,12,14,15,16-decahydro-3H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate","C08357","HMDB0004448;HMDB0251958;HMDB0256625;HMDB0257854","4866;NA;73290;NA","66416;NA;NA;NA","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"19,20-dihdpa","11313_neg","19,20-dihdpa",0.11,341188,NA,"Unknown","null","19,20-DiHDPA;Diheptyl phthalate","C14575","HMDB0010214;HMDB0251285","72657;34677","16061148;19284","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"19-norandrosterone","7320_neg","19-norandrosterone",0.42,101469,NA,"Unknown","null","19-Norandrosterone;19-Noretiocholanolone;Stearidonic acid;Octadeca-6,9,12,15-tetraenoic acid;9,12-Octadecadiynoic acid;cis-Parinaric acid;Bolandiol;Octadeca-2,4,6,8-tetraenoic acid","C16300","HMDB0002697;HMDB0005886;HMDB0006547;HMDB0247114;HMDB0247623;HMDB0248240;HMDB0249338;HMDB0255898","36412;36412;32389;NA;142250;32408;NA;NA","9548753;14009228;5312508;163841;1931;NA;25440;53438755","NA;NA;2218006;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"1b,3a,12a-trihydroxy-5b-cholanoic acid","13527_neg","1b,3a,12a-trihydroxy-5b-cholanoic acid",0.64,24679870,NA,"3A,7A,12B-Trihydroxy-5B-Cholanoic Acid","null","1b,3a,12a-Trihydroxy-5b-cholanoic acid;3a,6b,7b-Trihydroxy-5b-cholanoic acid;Cholic acid;Hyocholic acid;Ursocholic acid;3,6,7-Trihydroxycholan-24-oic acid;Bile acid;Butaprost","C17726;C00695;C17644","HMDB0000326;HMDB0000415;HMDB0000619;HMDB0000760;HMDB0000917;HMDB0246290;HMDB0249206;HMDB0249457","89219;81298;16359;NA;81240;NA;NA;NA","53477683;5283853;221493;131750324;122340;NA;303;53394153","NA;NA;35720;NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"1h-indole-2,3-dione","1596_pos","1h-indole-2,3-dione",0.38,30.59,"Indolines","no MS2: Isatin; LC-ESI-QTOF; MS2; [M+H]+; CE","C8H5NO2","1H-Indole-2,3-dione;Phthalimide","C11129","HMDB0061933;HMDB0256502","27539;38817","7054;NA","NA;NA","JXDYKVIHCLTXOP-UHFFFAOYSA-N","O=C1NC2=CC=CC=C2C1=O",TRUE,TRUE,NA,NA,NA
"2,2,6,6-tetramethyl-4-piperidinol","1821_neg","2,2,6,6-tetramethyl-4-piperidinol",0.51,14851.96,NA,"Unknown","null","2,2,6,6-Tetramethyl-4-piperidinol;2,2,6,6-Tetramethylpiperidin-1-ol;Isovaleryl diethylamide;Sec-Butylpropylacetamide","","HMDB0245344;HMDB0245345;HMDB0253703;HMDB0257395","NA;NA;NA;NA","NA;NA;NA;44550483","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"2,2-dichloro-12-(4-chlorophenyl)dodecanoic acid","12075_neg","2,2-dichloro-12-(4-chlorophenyl)dodecanoic acid",0.73,270663.6,NA,"Unknown","null","2,2-Dichloro-12-(4-chlorophenyl)dodecanoic acid","","HMDB0249301","NA","9929731","NA","null","null",TRUE,TRUE,NA,NA,NA
"2,3,4-trinitrotoluene","4955_neg","2,3,4-trinitrotoluene",0.42,116.1,NA,"Unknown","null","2,3,4-Trinitrotoluene;2,4,6-Trinitrotoluene","C16391","HMDB0245426;HMDB0245483","NA;46053","11763;8376","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"2,3-bis(3,4-dihydroxyphenyl)butanedioic acid","10052_neg","2,3-bis(3,4-dihydroxyphenyl)butanedioic acid",0.09,10.83,NA,"Unknown","null","2,3-Bis(3,4-dihydroxyphenyl)butanedioic acid","","HMDB0250004","NA","3011689","NA","null","null",TRUE,TRUE,NA,NA,NA
"2,3-diaminosalicylic acid","2416_pos","2,3-diaminosalicylic acid",0.87,966.26,NA,"Unknown","null","2,3-Diaminosalicylic acid;Dephostatin","","HMDB0013159;HMDB0251017","88769;NA","53481699;2990","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"2,3-dihydroxy-5-methylthio-4-pentenoic acid","2624_neg","2,3-dihydroxy-5-methylthio-4-pentenoic acid",0.58,1701.8,NA,"Unknown","null","2,3-Dihydroxy-5-methylthio-4-pentenoic acid;""1,1'-Thiocarbonyldiimidazole"";4-Amino-7-chloroquinoline;Dimethyl mercaptosuccinate","","HMDB0240388;HMDB0244051;HMDB0247242;HMDB0251387","NA;NA;NA;NA","154603736;80264;NA;95335","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"2,3-dinitrosobutanbildung","492_pos","2,3-dinitrosobutanbildung",0.89,1684.14,NA,"5,6-DIHYDROURACIL","null","2,3-Dinitrosobutanbildung;3-Amino-1-hydroxypyrrolidin-2-one;Biacetyl dioxime;N-NITROSOMORPHOLINE;3-Amino-4-oxobutanamide;Succinamide","C19283","HMDB0245409;HMDB0245803;HMDB0249176;HMDB0255208;HMDB0258109;HMDB0258539","NA;NA;NA;76326;NA;NA","13141646;1232;135459645;6046;22284063;NA","NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"2,3-methyleneglutaric acid","1785_neg","2,3-methyleneglutaric acid",0.6,155.08,NA,"Unknown","null","2,3-Methyleneglutaric acid","","HMDB0059731","89910","123510533","NA","null","null",TRUE,FALSE,NA,NA,NA
"2,4,6-tris(dimethylaminomethyl)phenol","6786_neg","2,4,6-tris(dimethylaminomethyl)phenol",0.33,189568,NA,"Unknown","null","2,4,6-Tris(dimethylaminomethyl)phenol","","HMDB0247627","NA","7026","NA","null","null",TRUE,FALSE,NA,NA,NA
"2,4-bis(2-methoxyethoxy)-1,3,5-triazine","5122_pos","2,4-bis(2-methoxyethoxy)-1,3,5-triazine",0.69,101.89,NA,"Deoxycytidine","null","2,4-Bis(2-methoxyethoxy)-1,3,5-triazine","","HMDB0245444","NA","126305","NA","null","null",TRUE,TRUE,NA,NA,NA
"2,4-bis(methylthio)butyric acid","2712_neg","2,4-bis(methylthio)butyric acid",0.38,224.33,NA,"Unknown","null","2,4-Bis(methylthio)butyric acid","","HMDB0257800","NA","54110821","NA","null","null",TRUE,TRUE,NA,NA,NA
"2,4-diamino-6-dimethylamino-1,3,5-triazine","1731_neg","2,4-diamino-6-dimethylamino-1,3,5-triazine",0.07,40.19,NA,"Unknown","null","2,4-Diamino-6-dimethylamino-1,3,5-triazine;2-Nonenal, 4-oxo-","","HMDB0244854;HMDB0245270","NA;NA","16134;216297","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"2,4-thiazolidinedicarboxylic acid, 2-methyl-","3367_pos","2,4-thiazolidinedicarboxylic acid, 2-methyl-",0.87,148.81,NA,"Unknown","null","2,4-Thiazolidinedicarboxylic acid, 2-methyl-","","HMDB0244750","NA","98342","NA","null","null",TRUE,TRUE,NA,NA,NA
"2,5-dioxopyrrolidin-1-yl 4-(pyren-1-yl)butanoate","12433_neg","2,5-dioxopyrrolidin-1-yl 4-(pyren-1-yl)butanoate",0.16,71.84,NA,"Unknown","null","2,5-Dioxopyrrolidin-1-YL 4-(pyren-1-YL)butanoate","","HMDB0244410","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"2,6-di-tert-butyl-4-hydroxymethylphenol","5428_neg","2,6-di-tert-butyl-4-hydroxymethylphenol",0.91,140.58,NA,"Unknown","null","2,6-Di-tert-butyl-4-hydroxymethylphenol;2,6-Di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadienone;3,7,11-Trimethyldodeca-2,6,10-trienoic acid;1-O-Hexyl-2,3,5-trimethylhydroquinone","","HMDB0032048;HMDB0166723;HMDB0252169;HMDB0253220","NA;NA;36969;NA","6929;146102;93051;119193","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"2,6-dimethylpyrazine","379_pos","2,6-dimethylpyrazine",0.51,172.49,NA,"Unknown","null","2,6-Dimethylpyrazine;2,5-Dimethylpyrazine;2-Amino-4-methylpyridine;Adiponitrile;m-Phenylenediamine;o-Phenylenediamine;p-Phenylenediamine;Phenylhydrazine","C02454;C14402;C19499;C02304","HMDB0035248;HMDB0035289;HMDB0246517;HMDB0248015;HMDB0254282;HMDB0255864;HMDB0256055;HMDB0256439","NA;NA;NA;NA;8092;34043;51403;27924","7938;31252;NA;8128;NA;7243;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"2,7-difluoro-4-methoxyspiro[fluorene-9,5'-imidazolidine]-2',4'-dione","9210_neg","2,7-difluoro-4-methoxyspiro[fluorene-9,5'-imidazolidine]-2',4'-dione",0.07,11.68,NA,"Unknown","null","""2,7-Difluoro-4-methoxyspiro[fluorene-9,5'-imidazolidine]-2',4'-dione""","","HMDB0248091","NA","159501","NA","null","null",TRUE,TRUE,NA,NA,NA
"2-(1-adamantyl)-1,3-dioxetane","3347_neg","2-(1-adamantyl)-1,3-dioxetane",0.87,460766.9,NA,"Unknown","null","2-(1-Adamantyl)-1,3-dioxetane","","HMDB0257906","NA","57178134","NA","null","null",TRUE,TRUE,NA,NA,NA
"2-(1h-indazol-3-yl)acetic acid","2788_pos","2-(1h-indazol-3-yl)acetic acid",0.84,56.02,NA,"Unknown","null","2-(1H-Indazol-3-yl)acetic acid;4-Quinolinamine, N-hydroxy-, 1-oxide;5-Phenylhydantoin;Pemoline","C07899","HMDB0244912;HMDB0246310;HMDB0246838;HMDB0256214","NA;NA;NA;7953","12470263;20753;1002;NA","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"2-(2-aminophenyl)-2-oxoacetaldehyde","1553_neg","2-(2-aminophenyl)-2-oxoacetaldehyde",0.07,24.62,NA,"Unknown","null","2-(2-Aminophenyl)-2-oxoacetaldehyde;5-Hydroxyoxindole;Dopaminechrome;Benzoxazinone;5-Hydroperoxy-1H-indole","","HMDB0244917;HMDB0246809;HMDB0248311;HMDB0249036;HMDB0260025","NA;NA;NA;NA;NA","54035853;76955;170262;19937448;46835348","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
