Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
10037,4.979,324.9332,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10037,0,0,null,null,null,null,null,null,null,112463.8,ur_8,324.93320:2700956 325.93786:0 326.94253:0,null,0,0,0,0,0,0,0,0,0,1049536,2013418,1683487,0,0,100896,0,0,68664,0,0,222706,93935,99741,0,0,94594,0,0,0,83443,0,923582,0,655447,609695,0,1529972,0,0,326964,0,326966,2339529,1211591
10038,5.644,324.93338,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10038,0,0,null,null,null,null,null,null,null,693043.1,ur_8,324.93338:3153601 325.93805:0 326.94272:0,null,0,0,0,0,0,0,0,0,0,1915188,1898807,1723661,0,0,204572,0,124680,83591,0,0,272187,60495,67940,69310,0,153537,49684,0,0,52202,0,359677,0,1185505,1551020,0,1955873,164839,0,204240,0,1023903,2904573,1654562
10039,6.521,324.93353,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10039,0,0,null,null,null,null,null,null,null,544584.1,ur_8,324.93353:3204098 325.93820:0 326.94287:0,null,0,0,0,0,0,0,0,0,0,1047117,2703726,2490082,0,0,49989,0,33045,30542,0,35172,71705,34088,54539,28684,0,105902,39828,0,0,27889,0,607633,131434,1035014,1155354,0,2744493,150245,0,600527,172594,816629,2884058,1831084
10040,10.21,324.94882,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10040,0,0,null,null,null,null,null,null,null,472359.8,se_7,324.94882:2988116 325.95349:0 326.95816:0,null,0,0,0,0,0,0,0,0,0,329119,1070113,431348,0,0,1624690,2342274,2076911,2651989,2278799,1896133,2390024,2158358,2153843,1923231,2395185,1975335,2177702,2567744,2773900,2250447,2371568,0,0,0,0,0,0,86514,0,0,0,0,0,0
10041,16.493,324.9567,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10041,0,0,null,null,null,null,null,null,null,453728.3,Blank_ur_1,324.95670:1266969 325.96136:0 326.96603:0,null,91165,236781,190395,944628,443109,15914,0,0,0,0,0,0,0,0,0,2179249,1049460,1100614,33106,32718,903245,34198,32985,35622,1325564,1097824,33500,1501823,36898,1445862,831512,0,0,0,0,0,0,0,0,0,0,0,0,0
10042,16.017,324.95944,Unknown,[M+H]+,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10042,0,0,null,null,null,null,null,null,null,123940.5,se_10,324.95944:2413546 325.96411:0 326.96878:0,null,43325,236781,190395,944628,443109,15914,0,0,0,0,0,0,0,0,0,2179249,1049460,1100614,1238763,1043835,903245,1524447,1146170,1013155,1325564,1097824,1390192,1501823,656986,1445862,831512,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,13.728,324.9906,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10043,0,0,null,null,null,null,null,null,null,7.11,se_6,324.99060:415257 325.99527:0 326.99994:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306266,30968,35053,0,43129,86551,58008,32824,36187,66713,82943,38642,236429,44839,47746,31499,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,11.292,324.99985,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10044,0,0,null,null,null,null,null,null,null,3.06,QC_se_ur_1,324.99985:978075 326.00452:0 327.00918:0,null,0,0,0,0,0,0,0,0,0,761329,425878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,13.972,325.03238,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10045,0,0,null,null,null,null,null,null,null,8.11,ur_13,325.03238:799478 326.03705:0 327.04171:0,null,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36965,0,0,0,0,0,0,0,159632,262467,147658,0,0,0,0,177530,196321,162722
10046,10.596,325.0387,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10046,0,0,null,null,null,null,null,null,null,884287.3,ur_9,325.03870:2646356 326.04336:0 327.04803:0,null,0,0,0,49023,0,3472,87230,305651,94400,1565476,323680,380870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093842,382975,349297,1221214,600932,1172195,263630,0,1336021,0,1072512,804800,2213305
10047,8.461,325.04016,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10047,0,0,null,null,null,null,null,null,null,8939851,QC_ur_1,325.04016:18387028 326.04483:2514202 327.04950:0,null,0,0,0,0,0,1743102,0,0,0,8838057,6313326,5295918,17879591,16334746,0,0,0,0,0,0,0,0,0,173046,0,0,0,0,0,0,0,0,19979586,211040,0,28462163,0,282742,0,905002,24953511,0,1020690,0
10048,8.532,325.04083,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10048,0,0,null,null,null,null,null,null,null,8975388,ur_14,325.04083:29966064 326.04550:4589417 327.05017:0,null,0,0,0,49023,0,1809006,0,44794,0,8483613,6359072,5295918,15734795,16334746,0,0,0,0,0,0,0,0,0,173046,0,0,0,0,0,0,0,0,19979586,211040,92134,28462163,304767,282742,0,611930,20596127,82874,813752,213549
10049,12.481,325.05212,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10049,0,0,null,null,null,null,null,null,null,5.85,ur_12,325.05212:3535222 326.05679:0 327.06146:0,null,0,0,0,0,0,19182,0,0,0,790624,365917,716091,675611,228957,0,39145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227602,2378172,1450795,3251544,235716,841562,1498017,313073,2105524,1190010,839303,850831,2714127
10050,18.578,325.05423,Unknown,[M+H]+,null,0.58,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10050,0,0,null,null,null,null,null,null,null,117968,ur_3,325.05423:3958227 326.05890:237992 327.06357:0,null,0,0,0,0,0,83772,232522,272289,304552,1481674,1224551,206338,1809708,942114,147347,199086,201320,162378,223834,274446,167384,184913,288849,168003,135086,105393,192385,256801,156387,180387,215049,892677,424945,3155613,1095657,784072,181688,3940191,203790,3403874,2762276,1238165,2612854,182929
10051,9.462,325.05609,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10051,0,0,null,null,null,null,null,null,null,28.07,ur_9,325.05609:10345234 326.06076:0 327.06543:0,null,0,0,0,0,0,5425,0,0,0,6091470,4342239,3364399,0,290710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5991774,6312828,7305965,7593408,3386568,8079177,5915094,3601373,7552409,7177981,5575439,7464590,7989719
10052,11.141,325.06058,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10052,0,0,null,null,null,null,null,null,null,4.1,QC_se_ur_1,325.06058:1666712 326.06525:0 327.06991:0,null,0,0,0,0,0,4944,0,0,0,1534587,943667,0,0,507614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259692,0,0,0,0,0,0,233952,215670
10053,14.724,325.06552,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10053,0,0,null,null,null,null,null,null,null,4.59,ur_14,325.06552:2634061 326.07019:0 327.07486:0,null,38510,0,0,0,0,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002425,1320932,452148,358778,2382789,623950,0,0,420182,869736,550851,943741,239600
10054,13.322,325.07883,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10054,0,0,null,null,null,null,null,null,null,6.61,ur_13,325.07883:2896534 326.08349:0 327.08816:0,null,0,0,0,0,0,5566,0,0,0,0,0,374317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084382,1352934,1052688,382355,141814,848417,138782,889742,875400,1058901,897130,1076029,649181
10055,11.95,325.08435,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10055,0,0,null,null,null,null,null,null,null,8.77,ur_14,325.08435:3481858 326.08902:0 327.09369:0,null,0,0,0,0,0,84359,0,0,0,166965,158694,0,0,274536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226049,0,427894,2850221,0,0,0,0,0,220306,101359,0
10056,4.102,325.08459,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10056,0,0,null,null,null,null,null,null,null,4.5,ur_11,325.08459:868186 326.08926:0 327.09393:0,null,0,0,0,0,0,19792,0,0,0,0,0,499425,472332,394661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342978,137981,897966,191474,0,0,329437,164918,877414,0,762854,608121,489754
10057,9.773,325.08798,Unknown,[M+H]+,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10057,0,0,null,null,null,null,null,null,null,179.36,QC_ur_1,325.08798:80416352 326.09265:11136738 327.09732:0,null,0,0,0,0,0,9690463,0,0,0,28138910,15737972,14041080,77646550,73873936,0,0,0,0,0,0,0,47604,0,0,0,0,0,0,0,0,0,35645476,54514975,51427415,48653652,21564852,37464659,35526179,56715974,65177134,41788200,40107068,40598622,44514327
10058,8.69,325.0885,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10058,0,0,null,null,null,null,null,null,null,49.85,ur_14,325.08850:32119372 326.09317:3659368 327.09784:0,null,0,0,0,0,0,3078404,0,0,0,11009179,7350315,6015053,20555329,19636767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609158,26361517,4322833,3262151,28781170,2997302,3018000,4493176,5482431,24339885,2739710,5164530,2602408
10059,13.582,325.0972,Unknown,[M+H]+,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10000,1,0,null,null,null,null,null,null,null,6.84,ur_2,325.09720:2869156 326.10187:1291220 327.10653:0,null,0,0,0,0,0,23426,0,0,32694,120646,158552,606860,168440,171532,0,0,0,27035,0,0,0,0,0,0,0,0,0,0,56402,0,0,2062571,1759892,1707434,2159930,1002351,2328384,1641389,2141470,2366545,1675645,1617771,1854550,2063972
10060,3.827,325.10013,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10060,0,0,null,null,null,null,null,null,null,4.25,ur_9,325.10013:3774218 326.10480:0 327.10946:2470101,null,0,0,0,0,0,4891,0,0,0,814161,453200,1445516,1219124,1214182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561769,429301,873774,1588381,0,2299676,959678,486908,2535145,1096584,1382442,2407507,2659391
10061,7.72,325.10287,Unknown,[M+H]+,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10061,0,0,null,null,null,null,null,null,null,14.26,ur_11,325.10287:11095320 326.10754:1418665 327.11221:0,null,0,0,0,0,0,612447,0,0,0,2725212,1925087,1862879,7733850,5984496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6413694,145791,10978866,3072302,0,3515169,3307774,8765710,1213200,205392,9730389,4318154,5595992
10062,15.676,325.1058,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10062,0,0,null,null,null,null,null,null,null,4.25,ur_2,325.10580:2697313 326.11047:0 327.11514:0,null,0,0,0,0,0,445144,0,0,61781,2477657,1801758,1003466,2689093,2518360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751571,5088432,1935708,1498009,2485992,2380269,1092771,2016739,2240612,6227740,1535909,2579951,2028202
10063,15.125,325.11279,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10063,0,0,null,null,null,null,null,null,null,33.71,ur_14,325.11279:50526936 326.11746:8275144 327.12213:1501786,null,0,0,0,0,0,6896232,0,0,114469,25620582,14812029,6065747,26463082,25778501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5117698,35366292,3890495,4521704,44016810,3950959,2798938,3278076,614632,33576220,5696404,6383408,5242544
10064,21.458,325.11353,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10064,0,0,null,null,null,null,null,null,null,126701.9,se_1,325.11353:156846 326.11819:0 327.12286:0,null,0,0,0,0,0,872,49432,25680,44823,0,0,73988,0,0,138495,106297,31163,79942,60057,0,42073,0,23288,28406,130168,42808,111443,0,18820,0,0,0,0,0,0,0,59572,0,0,0,0,0,0,0
10065,8.743,325.12454,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10065,0,0,null,null,null,null,null,null,null,3.44,ur_13,325.12454:2364790 326.12921:0 327.13388:0,null,0,0,0,0,0,60235,0,25510,0,199495,174276,282754,441043,249434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214231,207617,0,0,0,0,161650,196643,180844,358073,0,211417,0
10066,19.035,325.13257,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10066,0,0,null,null,null,null,null,null,null,3.31,ur_1,325.13257:1802090 326.13724:206779 327.14190:0,null,0,0,0,0,0,264863,0,0,0,565830,514144,271747,831600,641675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574148,0,422988,469116,0,162585,273969,1039690,588543,0,1061079,531938,166531
10067,10.42,325.13693,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10067,0,0,null,null,null,null,null,null,null,6.63,ur_13,325.13693:3439686 326.14160:0 327.14627:0,null,0,0,0,0,0,42270,0,32631,0,773860,563007,224274,349638,209886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698651,1296607,165682,252022,1251487,296037,122081,292217,1211493,1040441,362447,822061,1885831
10068,3.711,325.14319,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10004,1,0,null,null,null,null,null,null,null,2.41,ur_4,325.14319:1289608 326.14786:0 327.15252:0,null,0,0,0,0,0,4604,0,0,0,373792,0,0,232006,0,0,0,0,0,0,0,259249,0,0,0,0,0,0,0,0,0,0,1154095,576226,414865,266758,253200,1611362,113100,990910,150254,251476,1429478,379724,1600175
10069,9.567,325.1532,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10069,0,0,null,null,null,null,null,null,null,1508056,QC_se_2,325.15320:1649349 326.15787:0 327.16253:0,null,0,0,0,0,0,205070,1452970,1545324,1525875,227900,235296,132968,571868,289250,46539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229637,259176,246174,343541,278012,293139,474242,445390,217788,230658,435077,217193,241248
10070,7.336,325.15341,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10070,0,0,null,null,null,null,null,null,null,5.92,ur_8,325.15341:4815845 326.15808:0 327.16275:0,null,0,0,0,0,24527,27270,0,0,0,1213571,832108,308995,134374,1430594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673082,935263,3177723,788694,367362,1951856,911138,1235692,2232556,1477739,1659585,3755901,1682317
10071,3.894,325.15466,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10071,0,0,null,null,null,null,null,null,null,5.59,ur_8,325.15466:3062379 326.15933:0 327.16400:0,null,0,0,0,0,0,70572,0,0,0,396360,410495,307756,232006,202970,0,0,0,0,0,209391,0,0,0,0,0,0,0,0,0,0,0,830834,747940,1977726,403910,437095,312608,357500,868463,913180,912766,1344237,2707111,477686
10072,21.338,325.1601,Unknown,[M+H]+,null,0.84,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10072,0,0,null,null,null,null,null,null,null,59984.33,ur_7,325.16010:13677726 326.16476:1872153 327.16943:0,null,0,0,0,0,0,891779,154483,148481,176167,6345862,5253879,2681884,7531848,6840585,155199,144393,160395,162148,128901,136606,160549,135484,155944,98666,138844,136613,114277,188660,141090,146713,183610,12442160,7534524,8421134,4898029,6153906,9116320,4077966,10631370,8775985,3670901,12608053,9125114,10919574
10073,11.911,325.16019,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10073,0,0,null,null,null,null,null,null,null,16440.09,ur_12,325.16019:3702080 326.16485:0 327.16952:0,null,0,0,0,0,0,146160,147923,47078,50653,848704,296026,503711,1624057,1644106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198886,206438,1519053,4301657,1172987,813106,1839786,814687,619984,556412,671293,1354020,1388867
10074,7.614,325.16037,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10074,0,0,null,null,null,null,null,null,null,7.75,ur_5,325.16037:3892230 326.16504:0 327.16971:0,null,0,0,0,0,24527,225878,0,0,0,458133,377065,1834892,1702319,1430594,0,0,0,0,0,117544,0,0,0,0,0,0,0,0,0,0,0,1232880,1793335,2545092,1068269,367362,1734327,1813829,1818849,3006958,731397,1272413,2482852,1443044
10075,16.396,325.16132,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10075,0,0,null,null,null,null,null,null,null,6.24,ur_14,325.16132:1374593 326.16598:179786 327.17065:0,null,0,0,0,0,0,60242,30349,0,0,579871,292227,141937,641729,449066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264504,608639,477024,474461,1269448,562938,645440,396144,674550,632921,238718,473109,309936
10076,4.578,325.16141,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10076,0,0,null,null,null,null,null,null,null,3.1,ur_2,325.16141:1751512 326.16608:0 327.17074:4030892,null,0,0,0,0,0,16920,0,0,0,337390,601606,372972,0,0,0,0,0,0,0,209391,0,0,0,0,0,0,0,0,0,0,0,1180404,487071,967572,1851029,470344,2176833,1886599,294842,465111,1151930,1027974,1274363,1557108
10077,20.196,325.16956,no MS2: Citalopram; LC-ESI-ITFT; MS2; CE,[M+H]+,null,0.02,FALSE,-1,325.17108,C20H21FN2O,Phenylbutylamines,WSEQXVZVJXJVFP-UHFFFAOYNA-N,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: MSMS-Pos-MassBank_1,FALSE,FALSE,10077,0,0,0.75,-1,-1,-1,-1,-1,0.75,0.95,ur_14,325.16956:1135592 326.17422:0 327.17889:0,null,0,0,0,0,0,31602,0,0,0,90508,56537,80314,392931,212196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302221,266291,99361,202046,1031028,300240,83446,189135,0,441666,145159,108363,0
10078,8.881,325.17862,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10078,0,0,null,null,null,null,null,null,null,507522.5,QC_se_3,325.17862:649208 326.18329:0 327.18795:0,null,35257,0,0,45128,36438,25258,448272,530251,544044,0,0,0,0,0,0,0,0,0,0,117544,0,0,0,0,0,0,0,0,41842,0,0,196572,0,300052,3963506,0,1921420,484306,243772,309563,0,519000,275077,117089
10079,7.682,325.18381,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10079,0,0,null,null,null,null,null,null,null,9.12,ur_12,325.18381:5083130 326.18848:0 327.19314:0,null,0,0,0,45128,0,34079,0,282850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41842,0,0,196572,0,300052,3963506,0,1921420,484306,243772,309563,0,519000,275077,117089
10080,3.507,325.2005,Unknown,[M+H]+,null,0.47,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10080,0,0,null,null,null,null,null,null,null,1392605,Blank_ur_1,325.20050:7343396 326.20517:1544366 327.20984:237081,null,0,0,0,6946373,5456082,339892,193943,258990,0,3575968,1727058,1061265,5361205,5245157,0,592972,0,77597,0,0,98760,0,0,0,0,0,0,139122,0,0,0,5298855,5489496,5186724,4613615,2550154,4854329,6065335,5317457,5108490,5292384,4599651,4390933,4864438
10081,5.001,325.20084,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10081,0,0,null,null,null,null,null,null,null,908326.5,ur_14,325.20084:5497097 326.20550:771798 327.21017:0,null,0,0,26865,378310,450737,57878,193943,0,0,305468,150377,505090,429731,196099,0,592972,0,77597,0,0,98760,0,0,0,0,0,0,139122,0,0,0,711902,638651,708730,819694,4999180,2037927,737788,1153243,1833549,268818,458004,1832929,694801
10082,9.199,325.22702,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10082,0,0,null,null,null,null,null,null,null,9.49,ur_12,325.22702:9693662 326.23169:2814813 327.23636:0,null,0,0,0,0,0,187825,0,0,0,816249,253888,596514,1393324,1503946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207179,198241,10134198,0,6534351,2136088,0,3682405,0,214946,258552,0
10083,3.473,325.27078,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10083,0,0,null,null,null,null,null,null,null,384186.9,ur_13,325.27078:1338551 326.27545:0 327.28012:0,null,674080,400866,339607,0,158158,9460,0,0,0,192017,209403,155700,0,0,0,69693,193040,0,0,0,99205,0,108536,0,0,24876,0,0,292051,0,0,941580,102974,0,0,835746,96748,477055,0,0,634930,0,1214806,0
10084,3.505,325.3204,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10084,0,0,null,null,null,null,null,null,null,386438.7,Blank_ur_1,325.32040:1417845 326.32507:0 327.32974:1888887,null,0,0,0,1126810,566342,420902,0,0,0,165794,0,0,329735,406355,0,0,0,0,200282,0,0,0,0,0,0,0,0,0,0,0,0,265982,709776,266824,689055,579129,499735,882427,401493,458317,698256,202962,274440,151089
10085,5.613,325.32156,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10085,0,0,null,null,null,null,null,null,null,5.44,Blank_ur_1,325.32156:536552 326.32623:0 327.33090:595141,null,0,0,0,586847,292103,12352,108612,0,93517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10086,30.798,325.84885,Unknown,[M+H]+,null,0.89,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10086,0,0,null,null,null,null,null,null,null,267977.3,ur_14,325.84885:2519291 326.85351:17581222 327.85818:0,null,2218437,1705211,1475786,1605012,2268614,172953,2173665,1594174,1566806,2172844,1598001,2143125,1559093,2203984,2036043,1668191,1815291,1597604,1399596,1744263,1620059,1574312,1596025,2160024,2075260,1994407,2119840,1891853,1853722,1828192,1710756,1714642,2246105,2338845,2413882,2467727,1683596,1570115,1626277,1829219,1737760,1925687,1932513,1872389
10087,21.71,325.88309,Unknown,[M+H]+,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10087,0,0,null,null,null,null,null,null,null,11852.24,Blank_se_3,325.88309:144390 326.88775:0 327.89242:0,null,26290,139074,165548,112104,0,0,19326,33469,77625,0,0,0,0,0,35921,90906,122395,103511,95730,117503,109163,126547,104090,60170,31826,34830,75766,87868,52093,79685,106631,0,0,0,0,0,0,0,0,0,0,0,0,0
