Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_neg_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
10188,18.978,336.85806,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10188,0,0,null,null,null,null,null,null,null,21.18,se_14,336.85806:241956 337.86273:0 338.86740:0,null,9380,125094,205745,3090,6619,0,23348,52350,60494,0,0,0,0,0,87629,162273,159682,151649,150310,178148,165613,234733,229209,137585,163227,139091,164925,139794,207186,135800,160996,0,0,0,0,0,0,0,88795,0,0,0,0,0
10189,18.943,336.8606,Unknown,[M-H]-,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10189,0,0,null,null,null,null,null,null,null,19.32,se_16,336.86060:268639 337.86526:0 338.86993:0,null,22168,125094,205745,28978,14699,0,23348,52350,60494,0,0,0,0,0,87629,162273,159682,155922,150310,179466,165613,234733,229209,137585,163227,139091,164925,139794,207186,135800,160996,0,0,0,0,0,14894,0,88795,0,0,0,0,0
10190,26.913,336.88773,Unknown,[M-H]-,null,0.49,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10190,0,0,null,null,null,null,null,null,null,45.27,se_14,336.88773:433901 337.89239:70383 338.89706:0,null,1331,1470,21152,1627,0,25407,292809,377368,307576,264739,341268,414138,404263,405852,267406,396671,403141,404681,392007,411550,354974,363169,315418,305830,308364,333743,358980,354332,353709,360734,386742,428940,274083,358696,363477,353057,383660,162199,280019,3346532,305845,5154619,205962,269334
10191,10.721,336.89407,Unknown,[M-H]-,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10191,0,0,null,null,null,null,null,null,null,19.89,se_13,336.89407:3058530 337.89874:0 338.90341:0,null,730589,3046072,2834019,1934486,1165622,6604,0,0,0,97770,385997,548075,0,0,1108143,1878087,2790511,2953448,3023516,2726047,2626806,2715757,2737730,2039986,1981243,2031585,2813879,2849141,4262972,2921335,3034233,0,0,0,0,0,85168,0,0,0,0,0,93070,86410
10192,27.309,336.8942,Unknown,[M-H]-,null,0.53,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10192,0,0,null,null,null,null,null,null,null,38.06,ur_1,336.89420:6937526 337.89886:248776 338.90353:0,null,1331,14072,37948,15344,0,271731,1094387,1717211,2038515,2702234,2943467,2012552,4242527,3505403,1340911,1734501,1721858,1600678,1675736,1642928,1973965,1813908,2133515,1037567,1635829,1620285,1116409,2556741,1059549,1726095,1388966,6609142,1836464,4593093,2230331,6083390,1024338,500944,2782046,3346532,3169117,5154619,5367997,1538659
10193,27.898,336.89441,Unknown,[M-H]-,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10193,0,0,null,null,null,null,null,null,null,13.53,ur_1,336.89441:5735564 337.89908:1078766 338.90374:0,null,0,0,0,0,0,317930,2092928,2550372,2640966,3033660,3384499,2773343,3751721,3120746,1818837,2742794,2705210,2298448,2358391,2419823,2633747,2519976,2297194,1912899,2100710,1793860,2212404,3554101,2222915,2696228,2204085,6296341,1423855,4591588,1892300,4756135,941304,510035,2460246,2355526,2362290,4914906,4897423,1626837
10194,28.235,336.89441,Unknown,[M-H]-,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10194,0,0,null,null,null,null,null,null,null,32.27,ur_7,336.89441:2978767 337.89908:547065 338.90374:0,null,0,0,0,0,0,201896,2049844,2237972,1658149,2646964,2002423,1741653,1600124,1746489,1938831,2768690,2331885,2320853,2358391,2404943,1868846,1856633,2305176,1965381,2310867,2261474,2278044,2473747,2507754,2124669,2620206,4244332,843480,3497628,1114787,2948988,671050,386133,1376716,1405281,1097733,3092554,2719095,702369
10195,7.663,336.89471,Unknown,[M-H]-,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10195,0,0,null,null,null,null,null,null,null,30.67,se_7,336.89471:3877331 337.89938:155735 338.90405:0,null,2884916,2678091,2960825,3185311,2855028,6969,0,0,0,195756,279585,359805,0,0,2503911,2853143,2848055,1880266,3058542,1777763,2853421,3184392,2841648,2406857,1885759,2414370,2456799,2637870,3339265,2676260,2578254,85885,0,81054,178150,0,243508,65376,0,0,0,0,155348,0
10196,15.288,336.89505,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10196,0,0,null,null,null,null,null,null,null,17.71,ur_3,336.89505:1052081 337.89972:579956 338.90439:0,null,0,0,0,0,0,11332,8576,0,0,0,0,57661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114808,955383,0,0,0,0,75140,0
10197,4.198,336.89523,Unknown,[M-H]-,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10197,0,0,null,null,null,null,null,null,null,13.85,Blank_se_2,336.89523:2216647 337.89990:302680 338.90457:0,null,1674878,2042292,1420254,1948854,2483123,18036,0,0,0,201455,805023,106537,0,0,1880416,1690581,155116,1948686,1647679,1448494,1363837,1508539,1667174,1403718,636210,87616,1287479,1364977,1097685,1308794,1528263,312678,188055,277595,1269338,121397,300331,79410,112412,770654,606008,399052,185302,1656552
10198,14.272,336.91083,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10198,0,0,null,null,null,null,null,null,null,2.79,ur_8,336.91083:595324 337.91550:0 338.92016:0,null,0,0,0,0,0,56215,0,0,0,0,0,130240,0,0,194943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224903,166760,183966,505327,0,557375,158060,393550,299184,283972,122260,409623,273999
10199,14.774,336.91293,Unknown,[M-H]-,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10199,0,0,null,null,null,null,null,null,null,5.52,ur_2,336.91293:528886 337.91760:0 338.92227:0,null,0,0,0,0,0,5098,0,0,0,0,0,418457,0,0,498215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60030,166760,132468,505327,0,508384,75016,167171,299184,283972,122260,300778,93450
10200,11.676,336.92035,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10200,0,0,null,null,null,null,null,null,null,19.6,QC_se_ur_1,336.92035:1133522 337.92502:0 338.92968:0,null,0,12397,13558,10454,0,18696,0,0,0,1233236,821919,0,0,0,54536,15148,27187,14802,20231,35911,0,17666,23019,53963,35413,12615,25632,0,29298,11795,27318,0,0,0,0,0,0,0,0,0,0,0,0,0
10201,14.198,336.95474,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10201,0,0,null,null,null,null,null,null,null,10.62,QC_ur_2,336.95474:4089937 337.95941:0 338.96408:0,null,0,0,0,0,0,46093,0,0,0,485754,800230,470041,2349898,3294862,0,0,0,0,0,0,0,0,0,0,0,0,31856,0,0,0,0,0,571215,175472,0,0,0,256766,0,202804,881180,0,199658,0
10202,20.517,336.95862,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10202,0,0,null,null,null,null,null,null,null,7.52,ur_3,336.95862:741083 337.96329:0 338.96795:0,null,0,0,0,0,0,498,1922,4281,0,0,24396,26773,71895,0,0,0,0,0,6190,3378,0,1884,3417,0,0,0,1945,0,0,0,0,0,0,0,0,12750,0,862103,0,0,62812,0,0,0
10203,3.714,336.97086,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10203,0,0,null,null,null,null,null,null,null,4.03,QC_ur_2,336.97086:961590 337.97552:0 338.98019:0,null,0,0,0,0,0,35766,0,0,0,0,609341,1139088,551898,788543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350177,0,0,0,0,0,0,0,500246,0,0,0
10204,12.04,336.98376,Unknown,[M-H]-,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10204,0,0,null,null,null,null,null,null,null,8.93,ur_2,336.98376:2793686 337.98843:288867 338.99310:0,null,0,0,0,0,23897,125238,0,0,0,0,0,1390731,0,95771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748664,428006,902024,2076667,139059,2779718,892403,940345,1080700,878414,1421689,2692674,1051343
10205,16.496,336.99255,Unknown,[M-H]-,null,0.53,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10205,0,0,null,null,null,null,null,null,null,172.07,ur_6,336.99255:64258108 337.99722:5766888 339.00189:0,null,0,0,0,0,5881,5748896,204081,248210,301182,38693435,20646369,14938110,40656082,36348670,2965,26574,79574,191633,11714,29647,81736,53109,37849,8368,12720,101077,13716,60080,3209,52983,62349,53407099,29123533,38307948,25499496,51352131,12456721,23112062,26616491,41744949,62228131,51349124,27860576,49775983
10206,10.794,337.00037,Unknown,[M-H]-,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10206,0,0,null,null,null,null,null,null,null,17.4,QC_se_ur_1,337.00037:6645802 338.00503:479469 339.00970:0,null,0,0,0,0,0,406243,0,6828,12804,6269462,4644906,1918470,149242,1093300,0,0,0,25648,0,0,0,0,0,30154,0,0,0,0,0,0,0,902088,567899,971045,1819423,5147645,2145755,522066,80312,907027,347000,791986,2116088,2506531
10207,10.956,337.00281,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10207,0,0,null,null,null,null,null,null,null,5.27,ur_10,337.00281:1950462 338.00748:0 339.01214:3954218,null,0,0,0,0,0,208668,0,0,12804,6269462,4644906,1918470,630234,1093300,0,0,0,25648,0,0,0,0,0,30154,0,0,0,0,0,0,0,179549,1616198,472186,1766502,5147645,2145755,443762,80312,648081,1866198,791986,2105067,2506531
10208,11.022,337.00552,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10208,0,0,null,null,null,null,null,null,null,11.31,ur_14,337.00552:5611225 338.01019:89274960 339.01486:14773406,null,0,0,0,0,0,90520,0,6828,12804,6269462,4644906,1918470,630234,1093300,0,36386,0,25648,0,0,0,0,0,30154,0,0,0,0,0,0,0,179549,1616198,472186,1766502,5147645,2145755,443762,80312,648081,1866198,791986,2105067,2506531
10209,16.191,337.01031,Unknown,[M-H]-,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10209,0,0,null,null,null,null,null,null,null,14.24,ur_10,337.01031:6309896 338.01498:482736 339.01965:0,null,0,0,0,0,5881,427310,10724,6311,9213,3081435,1650134,662814,4667317,4376130,0,0,0,0,0,0,5771,11953,0,6417,15229,0,7257,6394,0,0,0,3799594,5730401,5657340,4155746,4791325,1190812,577686,2663989,4952549,3193330,4463786,5451865,3527266
10210,11.758,337.01053,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10210,0,0,null,null,null,null,null,null,null,4.15,ur_12,337.01053:1348222 338.01520:0 339.01986:0,null,0,0,0,0,0,62644,0,6828,0,1659835,0,86448,227554,1093300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711402,933184,795845,1180655,826012,557124,871404,1049450,820207,1134659,737919,311472,784002
10211,9.459,337.02771,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10211,0,0,null,null,null,null,null,null,null,8.75,ur_9,337.02771:1091882 338.03238:0 339.03705:0,null,0,0,0,0,0,37206,0,0,0,138485,83704,62348,119457,121153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246536,185464,0,199032,243410,513618,0,1035915,140474,129454,612872,0,1235607
10212,11.854,337.02826,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10212,0,0,null,null,null,null,null,null,null,3.02,ur_4,337.02826:792100 338.03293:0 339.03759:0,null,0,0,0,0,0,13514,0,0,0,106752,60843,53582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83242,95965,179187,0,0,379326,0,262913,0,0,147831,109113,273324
10213,4.183,337.03815,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10213,0,0,null,null,null,null,null,null,null,4.95,ur_7,337.03815:1048658 338.04281:0 339.04748:0,null,0,0,0,0,0,560562,0,0,0,3076464,2561121,2085280,15524063,4483234,0,0,0,0,0,0,0,0,0,0,0,69327,0,0,0,0,0,285290,27709241,1482819,782630,58933875,331156,328984,234340,931274,27252351,718078,1327905,763677
10214,7.591,337.0386,Unknown,[M-H]-,null,0.6,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10214,0,0,null,null,null,null,null,null,null,11318.39,ur_14,337.03860:19200854 338.04327:0 339.04794:0,null,0,0,0,0,0,1537801,165808,124750,160571,9857259,6165151,6364313,9010723,10509645,194298,140882,0,57284,90772,173779,40334,123913,117242,87660,130911,277517,112509,71439,0,194243,28361,9460014,5758228,10880851,10070411,14151341,11692827,8167747,8739251,7559281,5907951,11905798,6116314,10509800
10215,4.387,337.04138,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10215,0,0,null,null,null,null,null,null,null,30.84,ur_14,337.04138:17102228 338.04605:73657643 339.05072:11926896,null,0,0,0,0,0,500828,0,0,0,3507990,2350493,2085280,4680613,4483234,0,0,0,0,0,0,0,0,0,0,0,69327,0,0,0,0,0,217019,6347404,1739603,595992,14098972,715216,174513,234340,352934,10286010,523101,1221042,249576
10216,9.094,337.05209,Unknown,[M-H]-,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10216,0,0,null,null,null,null,null,null,null,6.21,QC_ur_2,337.05209:4406207 338.05676:1117377 339.06143:0,null,0,0,0,0,0,367883,0,0,5277,1561406,747987,740451,3362180,3888535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533882,1068135,2702276,3209707,737880,3265629,2810942,2775622,3667274,546605,2956376,1796923,3478153
10217,12.412,337.05249,Beta-Tyrosine,[M-H]-,null,0.24,FALSE,-1,337.05545,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,10217,0,0,0.68,null,null,null,null,null,0.68,4.86,QC_ur_1,337.05368:2086085 338.05835:0 339.06302:497886,null,0,0,0,0,0,21110,717257,733727,6612,911974,650182,426138,1713687,1793570,0,225101,265220,213013,309300,205342,302051,189089,329506,262258,326258,203661,237997,312080,210801,260907,323472,96643,2034534,790906,1159954,2366464,2093349,539756,2463588,1176515,147728,1659074,67512,3042154
10218,13.375,337.05347,Beta-Tyrosine,[M-H]-,null,0.76,FALSE,-1,337.05545,null,null,null,null,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: master_std_mz_2,FALSE,FALSE,10218,0,0,0.94,null,null,null,null,null,0.94,25.94,ur_2,337.05475:1256638 338.05942:1014811 339.06408:0,null,0,0,0,0,0,149375,717257,733727,731573,2083734,1073250,363486,3125853,2589896,573832,225101,265220,585751,309300,205342,302051,189089,329506,262258,326258,203661,237997,312080,210801,260907,323472,1408198,2034534,1442773,2048616,2102054,926869,1022103,1479145,1805523,1120940,1011984,918267,1887842
10219,15.815,337.05872,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10219,0,0,null,null,null,null,null,null,null,26.4,se_6,337.05872:429956 338.06338:35436 339.06805:0,null,0,0,0,0,0,45258,127882,87682,127873,805297,108623,103347,0,0,2496127,210201,238370,188079,188470,215686,229801,209282,222278,116393,123412,236907,152083,355906,107902,213041,162104,111110,141355,78892,116872,251046,62678,197166,117007,138539,74178,200489,105843,75252
10220,12.101,337.07593,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10220,0,0,null,null,null,null,null,null,null,31.52,QC_se_3,337.07593:186854 338.08060:0 339.08526:0,null,0,0,0,0,18244,9411,122252,179847,203041,75480,41999,96161,2481572,71577,23004,33578,0,0,0,0,0,8064,29025,31668,32990,0,0,15313,11511,0,0,76698,0,74466,152661,649737,63391,57979,0,101780,0,76225,132224,82426
10221,6.049,337.07675,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10221,0,0,null,null,null,null,null,null,null,4.59,ur_14,337.07675:4888295 338.08142:0 339.08609:0,null,0,0,0,0,0,62467,0,0,0,177606,0,0,1709656,311252,0,0,0,0,0,0,0,0,20835,0,0,0,0,0,0,0,0,0,498881,0,0,5986509,0,0,0,0,1151828,0,0,335271
10222,15.137,337.07675,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10222,0,0,null,null,null,null,null,null,null,8.94,ur_9,337.07675:6385168 338.08142:1070280 339.08609:0,null,0,0,0,0,0,323592,13788,18745,35625,4988706,3422902,1060726,5424623,5905453,45572,0,14364,7067,12446,6766,0,17102,21332,0,0,17151,0,14080,0,0,13659,3242788,3627290,2345040,1234899,4304533,2647260,726668,2878353,2532754,4498801,2599803,2647890,6479681
10223,16.732,337.07687,Unknown,[M-H]-,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10223,0,0,null,null,null,null,null,null,null,5.1,ur_14,337.07687:5495469 338.08154:441752 339.08621:0,null,0,0,0,0,0,261673,13788,7571,11450,2196508,1131954,815942,2369974,2147257,8361,0,7368,7067,12446,6766,0,16497,26664,0,0,17151,0,14080,0,0,3739,2440988,1047978,70529,236115,6245589,32340,53562,1493302,35879,3825943,606968,85960,4285070
10224,14.617,337.09909,Unknown,[M-H]-,null,0.58,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10224,0,0,null,null,null,null,null,null,null,48121.52,QC_se_ur_2,337.09909:9487442 338.10376:1120495 339.10843:0,null,0,0,2834,0,0,584277,278060,198941,246656,5773367,8384786,4728790,4231463,4218603,0,39463,266428,105402,224506,407966,190820,64523,302056,172515,158863,57681,57168,283796,253702,212121,242856,3388593,3882745,3506077,2960143,6241883,3266132,1887824,3126315,3526576,4479213,3037449,4020696,3841815
10225,10.833,337.12473,Unknown,[M-H]-,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10225,0,0,null,null,null,null,null,null,null,12.24,ur_10,337.12473:7452288 338.12939:779033 339.13406:0,null,0,0,0,0,0,444653,0,0,0,1804381,563699,876377,6727835,7270823,0,0,0,32421,0,0,0,0,0,0,0,0,0,0,0,0,0,1726597,7684408,2735487,2317821,6404672,1686993,4385896,3561142,4246118,7418913,2185714,2109374,1106359
10226,10.623,337.12534,Unknown,[M-H]-,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10226,0,0,null,null,null,null,null,null,null,8.28,ur_10,337.12534:4333931 338.13000:838056 339.13467:0,null,0,0,0,0,0,53905,0,0,0,1804381,84418,876377,6727835,7270823,0,0,0,32421,0,0,0,0,0,0,0,0,0,0,0,0,0,79602,4085684,2735487,2317821,6404672,1686993,4385896,99576,4246118,7418913,2185714,2109374,1106359
10227,6.087,337.13922,Unknown,[M-H]-,null,0.27,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10227,0,0,null,null,null,null,null,null,null,6.06,ur_10,337.13922:6451810 338.14389:0 339.14856:0,null,0,0,0,0,0,214498,7129,0,6226,954560,1284158,1086324,1710525,2195073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727078,6571634,1627080,2173928,641608,2823784,2312802,3610671,3714894,3867731,2594309,2590440,2808428
10228,7.639,337.1395,Unknown,[M-H]-,null,0.51,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10228,0,0,null,null,null,null,null,null,null,64.46,ur_5,337.13950:72909952 338.14416:12819580 339.14883:2254342,null,0,0,0,0,0,4196820,181921,198200,198236,24156956,18072643,16625217,28893118,26719402,0,507339,0,0,48865,25146,0,26693,140148,108764,74295,0,32336,124460,0,52985,30329,22951829,62135153,32829495,21789667,19873651,27675453,18779451,28089026,62739038,40192142,25066753,36301444,28755271
10229,8.421,337.142,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10229,0,0,null,null,null,null,null,null,null,12.28,QC_se_2,337.14200:203119 338.14667:0 339.15133:0,null,0,0,0,0,0,1620789,50814,163870,58765,10334507,6570213,5147884,20200710,19257778,0,507339,0,31549,32688,28282,0,134549,140148,27331,74295,0,35097,124460,0,52985,36350,16459580,5332929,19239879,20334985,2135611,12680563,8558850,22745286,23884007,3542159,14443087,20107051,16646963
10230,9.35,337.14957,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10230,0,0,null,null,null,null,null,null,null,116.84,ur_5,337.14957:76622320 338.15423:13000096 339.15890:1742295,null,0,0,0,0,0,5446724,106548,132394,127695,30081044,14882419,12838525,66578583,62684947,0,0,0,31549,0,27574,0,43875,110385,45368,76559,0,28449,38144,0,0,66288,50765372,14335972,64998747,62193232,6942512,37079418,22700697,70835928,75254067,10164362,46299510,62387708,52603190
10231,8.828,337.14963,Unknown,[M-H]-,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10231,0,0,null,null,null,null,null,null,null,60.57,ur_5,337.14963:67130304 338.15430:10253345 339.15896:1919578,null,0,0,0,0,0,4853415,121383,118764,122308,25060906,15491488,13253549,48447439,47243327,0,507339,0,31549,32688,27489,0,80555,110385,27331,74295,0,35097,28831,0,52985,62318,40078916,13809800,51839693,49738934,5900372,29984551,21438731,54154728,66128090,8804544,35803920,52822215,41500450
10232,6.342,337.14975,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10232,0,0,null,null,null,null,null,null,null,6.21,ur_5,337.14975:6206892 338.15442:0 339.15909:0,null,0,0,0,0,0,493478,7129,9104,6226,933528,764807,698930,2872339,1769535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328809,1004611,2842838,2477699,433586,911352,1429542,2858825,4702150,1192396,1352812,2409216,690563
10233,7.934,337.15012,Unknown,[M-H]-,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10233,0,0,null,null,null,null,null,null,null,26.72,QC_ur_2,337.15012:19931756 338.15478:2988534 339.15945:689058,null,0,0,0,0,0,976757,180510,198200,198236,5770741,2985289,3133905,8613387,18597895,0,507339,0,31549,48865,25146,0,111580,140148,108764,74295,0,32336,124460,0,52985,25842,9057558,1437705,9172440,9603444,522407,5859638,3529782,12432713,10293469,748344,8560560,9190010,9503347
10234,3.906,337.16495,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10234,0,0,null,null,null,null,null,null,null,4.81,ur_14,337.16495:4250146 338.16962:0 339.17428:0,null,0,14061,17675,29476,0,151709,0,0,0,830361,163971,290924,793920,948805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851671,400303,519129,976897,3544263,622284,232293,705943,446388,93134,867739,434009,1033423
10235,3.52,337.19901,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10235,0,0,null,null,null,null,null,null,null,468992.6,QC_se_ur_3,337.19901:589482 338.20367:0 339.20834:873856,null,21550,0,19528,131111,49827,32627,0,0,0,259670,436759,482320,524687,188818,151812,0,367702,0,455665,133553,156622,128370,250412,274246,216155,82284,227740,0,745175,195284,184223,65353,287823,120433,258433,355444,77353,354798,111614,94466,300206,66426,191754,235854
10236,7.424,337.20108,Unknown,[M-H]-,null,0.51,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10236,0,0,null,null,null,null,null,null,null,210999.7,ur_2,337.20108:13699992 338.20575:2519342 339.21042:0,null,18756,0,0,0,0,1337394,12304,169862,163117,6938689,5583037,4960553,1992738,7136768,0,0,24669,0,261977,0,0,46438,91255,0,189500,0,51296,74391,95180,158729,0,9574740,6167316,10320230,4242406,537178,12006801,4655939,9484272,11101051,6422226,9788441,7023373,9241430
